deal_id,customer_id,deal_name,amount,deal_stage,start_date,end_date,plan_type,created_date,closed_date
d000215,cu00398,Unleash E-Business Synergies,5238.77,Lost,10/6/2019,5/22/2025,Basic,9/3/2020,8/17/2018
d000216,cu07486,Utilize Front-End Networks,4324.93,Won,2/21/2023,9/24/2023,Pro,5/29/2022,6/24/2022
d000217,cu05811,Benchmark E-Business Metrics,6958.66,Won,5/28/2023,2/4/2023,Free,10/3/2024,1/11/2019
d000218,cu00994,Redefine Enterprise Mindshare,4416.54,Lost,9/19/2018,12/6/2024,Basic,3/31/2023,6/27/2018
d000219,cu08278,Incentivize B2B Synergies,3339.82,Lost,12/9/2024,11/30/2019,Pro,4/17/2024,11/28/2024
d000220,cu00347,Monetize End-To-End Systems,9542.17,Won,9/8/2022,5/21/2019,Enterprise,5/30/2017,7/20/2021
d000221,cu03584,Transition 24/7 Eyeballs,5323.81,In Progress,6/5/2024,8/19/2024,Pro,4/14/2021,6/7/2025
d000222,cu00054,Unleash Strategic Metrics,3393.24,Lost,5/30/2021,2/3/2025,Pro,9/21/2017,9/12/2021
d000223,cu07600,Harness Ubiquitous E-Services,3469.56,Lost,3/8/2020,5/24/2021,Basic,4/17/2018,11/23/2022
d000224,cu04931,Harness Innovative Action-Items,1071.14,In Progress,2/3/2023,7/2/2020,Pro,7/5/2024,6/29/2023
d000225,cu02569,E-Enable Back-End Portals,3950.22,In Progress,9/19/2021,8/26/2019,Free,1/2/2019,5/20/2022
d000226,cu06152,Morph Next-Generation E-Business,8594.9,Lost,11/1/2020,7/24/2025,Pro,5/2/2022,1/10/2018
d000227,cu06873,Revolutionize Integrated Roi,7525.28,Won,4/25/2023,4/6/2021,Free,8/31/2017,1/12/2021
d000228,cu06150,Innovate Cross-Platform Paradigms,3189.96,In Progress,5/13/2024,4/27/2022,Enterprise,6/19/2022,5/30/2025
d000229,cu02514,Iterate Wireless Interfaces,191.77,Lost,10/22/2019,12/20/2019,Free,9/21/2024,8/20/2020
d000230,cu07093,Target Plug-And-Play Paradigms,2088.13,Won,10/5/2019,10/1/2024,Basic,6/14/2017,5/14/2018
d000231,cu04959,Exploit Dot-Com Portals,1295.95,In Progress,4/3/2018,3/15/2022,Free,3/17/2018,1/4/2022
d000232,cu08037,Redefine Customized Channels,1525.25,In Progress,4/25/2023,11/15/2024,Pro,5/26/2023,8/29/2025
d000233,cu07755,Transform Dynamic Schemas,4790.49,Won,4/25/2020,12/2/2024,Enterprise,5/18/2019,3/31/2020
d000234,cu05363,Deploy Holistic Platforms,1158.54,In Progress,9/18/2022,5/23/2021,Basic,7/23/2022,4/8/2023
d000235,cu09154,Engage Viral Eyeballs,1988.02,Won,6/9/2022,6/21/2025,Free,12/18/2017,8/21/2024
d000236,cu05351,Strategize Enterprise Experiences,1171.91,In Progress,3/5/2022,3/21/2022,Pro,5/18/2023,4/7/2025
d000237,cu03494,Redefine Out-Of-The-Box Channels,6172.91,In Progress,7/21/2020,7/20/2024,Enterprise,2/6/2017,8/13/2018
d000238,cu00481,Exploit Granular Platforms,1608.64,Won,4/5/2023,6/15/2023,Enterprise,11/30/2022,2/8/2024
d000239,cu02321,Innovate Robust Info-Mediaries,8379.12,Won,10/6/2019,3/11/2023,Pro,8/23/2022,10/15/2021
d000240,cu01536,Scale Efficient Metrics,4768.27,Won,11/12/2018,3/2/2024,Pro,10/30/2020,11/10/2022
d000241,cu08508,Aggregate Sticky Functionalities,9210.29,In Progress,11/19/2023,3/20/2022,Pro,11/20/2018,10/1/2019
d000242,cu00497,Aggregate Holistic Partnerships,4801.81,Lost,5/13/2018,12/26/2023,Pro,11/6/2023,3/17/2018
d000243,cu08823,Repurpose Dot-Com Initiatives,5902.14,In Progress,5/28/2024,5/26/2022,Enterprise,6/24/2023,2/24/2023
d000244,cu02686,Engage Compelling Communities,5903.01,In Progress,10/11/2023,4/13/2025,Pro,4/2/2018,5/12/2018
d000245,cu07937,Deploy One-To-One Networks,1873.46,Lost,10/12/2019,2/16/2025,Free,4/21/2024,10/17/2023
d000246,cu00158,Incubate Interactive Niches,5869.22,In Progress,3/30/2019,4/19/2019,Basic,6/6/2021,12/25/2021
d000247,cu00105,Whiteboard Mission-Critical Technologies,2703.88,Won,2/27/2022,4/14/2021,Enterprise,7/10/2022,3/16/2019
d000248,cu09305,Repurpose Frictionless Bandwidth,9380.22,Lost,10/24/2020,7/27/2021,Enterprise,11/11/2017,4/8/2022
d000249,cu07828,Engineer Bleeding-Edge Relationships,5861.19,Lost,11/29/2020,4/26/2025,Basic,4/12/2020,8/9/2024
d000250,cu04437,Brand Efficient Synergies,8748.87,In Progress,4/29/2022,3/29/2022,Pro,5/19/2020,12/16/2021
d000251,cu05922,Brand Bricks-And-Clicks E-Commerce,5394.41,Lost,10/9/2023,2/18/2023,Pro,2/23/2022,5/29/2020
d000252,cu03733,Brand World-Class Portals,1234.29,Won,10/22/2020,4/29/2025,Pro,7/28/2022,12/21/2021
d000253,cu09284,Generate User-Centric Content,8676.72,Won,1/16/2018,12/27/2020,Basic,1/11/2019,4/11/2019
d000254,cu03484,Repurpose Revolutionary Channels,5649.45,In Progress,8/30/2020,9/19/2022,Basic,11/16/2018,2/5/2021
d000255,cu02083,Synthesize Bricks-And-Clicks Relationships,6723.45,Won,8/9/2021,11/4/2023,Basic,5/2/2018,10/28/2018
d000256,cu04078,Exploit Innovative Systems,1903.85,Won,6/11/2023,4/14/2019,Basic,1/14/2020,11/21/2023
d000257,cu07993,Empower Innovative Supply-Chains,9294.42,Won,5/8/2020,8/20/2022,Free,12/9/2019,7/5/2025
d000258,cu04634,Innovate Seamless Schemas,6423.34,In Progress,9/3/2018,2/24/2020,Basic,8/26/2020,7/25/2024
d000259,cu02670,Visualize E-Business Convergence,7191.49,In Progress,12/14/2024,1/16/2024,Enterprise,10/7/2019,11/7/2020
d000260,cu05107,Synthesize Next-Generation Communities,795.02,Lost,4/14/2018,5/13/2021,Enterprise,3/4/2024,11/6/2019
d000261,cu05213,Utilize Global Bandwidth,5424.05,Won,5/30/2022,7/17/2024,Free,12/19/2017,11/26/2021
d000262,cu06202,Enhance Proactive Methodologies,7851.18,Won,11/6/2018,3/29/2025,Pro,9/26/2018,3/28/2024
d000263,cu08655,Extend Killer Applications,8775.6,Lost,2/27/2020,10/9/2019,Basic,7/5/2019,10/14/2020
d000264,cu01761,Reinvent Out-Of-The-Box Portals,9927.27,Lost,1/19/2020,4/13/2021,Basic,2/7/2017,4/6/2024
d000265,cu00813,Morph Distributed Eyeballs,9741.1,Won,9/17/2024,5/12/2024,Pro,9/7/2017,3/29/2022
d000266,cu06893,Embrace Real-Time Content,7903.62,In Progress,7/28/2022,1/18/2020,Free,5/12/2019,10/4/2020
d000267,cu05703,Implement Compelling Mindshare,5027.86,Won,7/15/2023,7/16/2022,Free,10/21/2017,5/2/2025
d000268,cu09753,Cultivate Customized Metrics,2251.95,Lost,11/13/2024,8/8/2019,Pro,8/11/2017,4/12/2023
d000269,cu01688,Generate 24/7 E-Markets,6610.04,Lost,1/28/2021,5/7/2021,Pro,11/7/2022,2/9/2024
d000270,cu01622,Drive Global Synergies,1985.57,Won,2/10/2019,11/16/2024,Free,2/4/2018,6/29/2018
d000271,cu02073,Synthesize Front-End Relationships,2836.15,In Progress,1/1/2024,4/17/2024,Enterprise,5/4/2021,7/31/2025
d000272,cu08763,Reinvent Viral Niches,3022.83,Won,6/16/2018,5/23/2020,Basic,9/18/2023,5/30/2019
d000273,cu00289,Empower Innovative Functionalities,794.61,In Progress,11/12/2018,5/8/2021,Enterprise,5/13/2020,7/8/2024
d000274,cu05115,Empower Visionary Channels,6487.71,In Progress,7/18/2019,1/7/2025,Enterprise,8/8/2018,12/12/2023
d000275,cu04915,Aggregate Customized E-Tailers,8580.14,Lost,12/18/2018,5/7/2025,Enterprise,5/23/2017,3/10/2023
d000276,cu03627,Envisioneer Enterprise Technologies,5972.97,Won,5/6/2021,3/1/2025,Pro,4/6/2023,12/27/2022
d000277,cu03840,Iterate Sticky Infrastructures,9110.57,Won,6/30/2021,6/4/2019,Enterprise,1/29/2017,8/24/2023
d000278,cu01809,Productize Rich Web Services,127.75,Lost,11/2/2023,12/11/2021,Enterprise,9/26/2024,12/27/2022
d000279,cu03113,Strategize Collaborative Action-Items,5764.19,Won,5/15/2022,3/10/2022,Basic,3/24/2021,3/17/2023
d000280,cu09601,Incentivize Bleeding-Edge Relationships,6578.7,Won,7/7/2024,5/5/2019,Basic,5/18/2022,7/6/2023
d000281,cu06191,Engineer Visionary Relationships,1810.48,In Progress,5/20/2018,6/3/2019,Basic,2/24/2023,12/15/2018
d000282,cu05894,Synthesize 24/365 E-Business,8746.42,In Progress,8/14/2018,7/1/2025,Free,11/15/2023,6/23/2025
d000283,cu04660,Grow Wireless Bandwidth,6588.18,In Progress,3/19/2021,2/15/2022,Free,4/21/2024,2/8/2020
d000284,cu05325,Revolutionize Collaborative Eyeballs,8192.3,Won,1/4/2018,9/1/2021,Pro,2/13/2023,5/2/2019
d000285,cu05530,Syndicate B2C Schemas,6539.98,In Progress,4/11/2020,1/4/2021,Free,1/27/2020,12/13/2023
d000286,cu06247,Redefine Virtual Infrastructures,7752.99,Won,12/3/2022,6/15/2019,Basic,3/21/2020,3/17/2019
d000287,cu04152,Visualize Synergistic Deliverables,8046.24,In Progress,8/3/2018,8/5/2022,Basic,1/23/2017,4/22/2018
d000288,cu01594,Engineer Front-End Portals,4045.63,Won,7/11/2018,7/30/2025,Basic,7/9/2022,5/20/2018
d000289,cu01242,Iterate Front-End Supply-Chains,9287.38,Won,1/30/2021,2/5/2021,Enterprise,3/27/2021,5/15/2024
d000290,cu09666,Utilize Real-Time Content,2319.22,In Progress,9/29/2019,3/7/2025,Basic,7/6/2022,4/6/2018
d000291,cu02606,Deploy One-To-One Initiatives,6344.76,Won,4/7/2020,9/30/2022,Basic,2/2/2018,1/15/2024
d000292,cu00911,Reinvent End-To-End E-Tailers,5603.75,In Progress,6/3/2019,9/4/2023,Free,2/17/2023,11/1/2023
d000293,cu06429,Scale Bricks-And-Clicks Info-Mediaries,2634.92,In Progress,4/7/2022,12/9/2020,Free,10/17/2021,4/5/2023
d000294,cu01647,Architect Plug-And-Play E-Markets,2302.03,Lost,6/28/2020,9/26/2022,Basic,4/7/2017,11/7/2023
d000295,cu05789,Benchmark B2B Info-Mediaries,7959.57,Lost,5/11/2021,5/30/2025,Pro,3/4/2017,4/22/2025
d000296,cu03498,Engineer Efficient Partnerships,252.59,Won,10/10/2021,11/27/2022,Basic,11/8/2017,10/31/2024
d000297,cu09672,Leverage Efficient Methodologies,9633.73,Lost,12/20/2020,12/27/2021,Pro,2/21/2022,12/26/2018
d000298,cu06297,Deliver Strategic Info-Mediaries,7192.44,Won,9/3/2024,9/13/2024,Pro,5/25/2023,3/22/2022
d000299,cu02515,Iterate Cross-Media Networks,2059.31,Lost,9/1/2021,10/18/2019,Basic,2/1/2017,1/13/2024
d000300,cu04331,Streamline Front-End Models,8815.48,Lost,12/2/2018,1/19/2024,Pro,2/22/2019,1/29/2019
d000301,cu03020,Unleash Synergistic Mindshare,3152.53,Won,5/3/2022,10/24/2021,Enterprise,10/9/2021,10/4/2024
d000302,cu06864,Grow Best-Of-Breed Experiences,145.38,Lost,9/1/2019,2/8/2025,Basic,12/16/2020,7/18/2021
d000303,cu08987,Architect Web-Enabled Info-Mediaries,1835.26,In Progress,4/26/2022,3/10/2024,Enterprise,6/21/2022,1/18/2023
d000304,cu02938,Utilize Cross-Media Eyeballs,1304.29,Won,6/15/2023,9/29/2019,Basic,3/29/2021,10/31/2018
d000305,cu02034,Envisioneer Wireless Web-Readiness,7765.51,Lost,8/25/2021,3/7/2023,Basic,3/23/2022,12/28/2021
d000306,cu09143,Scale Enterprise Markets,9509.87,Lost,5/21/2018,10/19/2020,Enterprise,2/6/2017,6/20/2025
d000307,cu08817,Re-Intermediate Strategic Eyeballs,4583.3,Won,3/29/2020,10/18/2019,Free,1/8/2017,1/1/2023
d000308,cu07498,Whiteboard Rich Initiatives,5559.49,Lost,10/10/2019,10/18/2021,Basic,4/5/2017,8/6/2023
d000309,cu04563,Synthesize Rich Infrastructures,9033.02,Won,5/27/2019,10/8/2021,Basic,12/13/2017,5/16/2024
d000310,cu09018,Visualize Killer Convergence,4723.18,In Progress,10/27/2024,3/17/2020,Basic,2/17/2019,4/14/2022
d000311,cu00873,Cultivate 24/7 Models,1769.18,Lost,5/31/2021,1/22/2023,Enterprise,10/26/2024,7/19/2022
d000312,cu07444,Syndicate Proactive Convergence,8420.2,In Progress,10/21/2023,12/20/2023,Enterprise,8/6/2021,1/30/2021
d000313,cu09648,E-Enable Impactful Markets,271.95,Lost,10/26/2023,1/21/2019,Free,10/15/2019,7/18/2022
d000314,cu04472,Integrate Front-End Portals,738,Lost,6/9/2022,10/15/2021,Enterprise,8/22/2023,11/23/2023
d000315,cu04574,Expedite Scalable Models,9473.31,Won,9/15/2019,6/24/2025,Enterprise,3/7/2021,10/5/2021
d000316,cu04083,Synergize Clicks-And-Mortar Architectures,6142.99,In Progress,10/8/2020,10/2/2022,Free,6/23/2017,8/25/2021
d000317,cu09317,Extend Integrated E-Business,8096.79,Won,12/29/2020,12/6/2021,Pro,12/23/2019,12/24/2023
d000318,cu01049,Revolutionize Enterprise Experiences,9485.94,In Progress,5/4/2020,2/15/2020,Free,5/31/2021,1/25/2020
d000319,cu02197,Implement Web-Enabled Systems,467.68,In Progress,1/11/2019,7/25/2024,Pro,1/24/2021,9/14/2024
d000320,cu05933,Utilize Bricks-And-Clicks E-Services,3521.2,In Progress,9/10/2024,12/8/2019,Basic,3/26/2020,2/20/2022
d000321,cu05805,Generate Value-Added Communities,4529.14,Won,6/8/2023,3/15/2023,Basic,11/29/2019,11/23/2018
d000322,cu09943,Exploit B2B Methodologies,6158.33,Won,4/22/2019,4/18/2025,Pro,8/25/2024,5/13/2025
d000323,cu08137,Enhance Revolutionary Vortals,8280.34,Won,1/24/2020,7/16/2020,Free,8/11/2019,11/6/2019
d000324,cu02927,Productize End-To-End Applications,6654.95,Won,5/10/2021,10/8/2019,Enterprise,12/2/2024,11/5/2023
d000325,cu01904,Streamline Open-Source Solutions,2025.88,Lost,1/17/2023,9/11/2024,Enterprise,11/6/2020,10/24/2020
d000326,cu02619,Disintermediate Wireless Niches,8841.1,In Progress,5/4/2022,6/11/2024,Enterprise,8/31/2021,5/18/2021
d000327,cu05355,Enhance Cross-Platform Vortals,1617.6,Won,5/2/2023,1/28/2023,Basic,8/30/2018,7/26/2020
d000328,cu09314,Unleash Rich Eyeballs,5179.45,In Progress,11/7/2020,7/19/2019,Enterprise,8/16/2024,10/16/2023
d000329,cu03554,Synergize Rich Info-Mediaries,7819.09,Lost,2/19/2018,8/25/2019,Free,4/25/2020,1/3/2024
d000330,cu00661,Reinvent Integrated Interfaces,5537.26,Won,4/7/2020,6/29/2024,Basic,9/27/2020,1/21/2023
d000331,cu02028,Architect Seamless Initiatives,5424.55,In Progress,9/13/2021,9/30/2021,Free,11/30/2022,4/2/2023
d000332,cu07568,Extend Sticky Convergence,2554.1,In Progress,5/14/2024,11/2/2023,Free,4/23/2023,8/2/2020
d000333,cu01365,Re-Intermediate Global Metrics,7325.36,In Progress,4/22/2021,5/1/2022,Pro,9/1/2017,12/15/2019
d000334,cu07800,E-Enable Clicks-And-Mortar Vortals,4770.36,Lost,9/23/2020,8/2/2021,Free,7/28/2017,3/3/2020
d000335,cu00012,Optimize Viral Relationships,1824.57,Won,10/9/2020,2/3/2024,Free,2/20/2024,4/2/2019
d000336,cu00565,Envisioneer Scalable Eyeballs,8674.73,In Progress,1/13/2023,3/31/2025,Enterprise,9/20/2021,10/6/2020
d000337,cu04116,Cultivate 24/365 Functionalities,357.29,Lost,1/20/2018,3/5/2025,Enterprise,1/4/2018,12/30/2022
d000338,cu04942,Leverage Back-End Platforms,7370.42,Lost,2/27/2023,8/31/2020,Free,5/10/2017,11/1/2023
d000339,cu01725,Visualize Value-Added Channels,5049.13,Won,5/15/2020,5/1/2024,Free,2/19/2019,9/25/2021
d000340,cu08022,Unleash Cross-Platform Niches,3213.46,Won,11/5/2019,2/22/2025,Enterprise,6/2/2019,1/24/2025
d000341,cu08833,E-Enable Vertical Synergies,8204.76,In Progress,10/12/2021,9/14/2024,Pro,11/23/2018,9/16/2023
d000342,cu04811,Architect Mission-Critical Systems,2570.81,Lost,9/21/2022,3/18/2020,Free,2/16/2023,7/3/2021
d000343,cu04599,Utilize Out-Of-The-Box Markets,6261.68,Won,4/8/2022,1/2/2021,Enterprise,2/26/2020,4/16/2022
d000344,cu04934,Transition Wireless Users,3443.93,In Progress,10/22/2020,9/7/2022,Pro,1/22/2019,12/10/2023
d000345,cu05052,Optimize Clicks-And-Mortar Mindshare,4892.17,Won,12/5/2022,1/21/2019,Enterprise,12/29/2023,11/13/2020
d000346,cu08578,Empower Open-Source E-Commerce,255.53,Won,5/28/2019,9/6/2019,Basic,8/16/2019,6/12/2019
d000347,cu02841,Expedite B2B Communities,6592.25,Won,11/2/2024,3/1/2019,Pro,12/8/2020,8/6/2019
d000348,cu00354,Optimize Global Platforms,192.96,Won,1/13/2020,8/25/2020,Basic,8/22/2019,8/8/2023
d000349,cu01527,Whiteboard Viral Relationships,9324.47,Lost,7/14/2018,12/8/2023,Free,2/23/2022,11/15/2021
d000350,cu07510,Unleash Compelling E-Services,6055.21,Lost,12/2/2018,7/29/2025,Pro,2/10/2018,3/9/2023
d000351,cu09328,Synthesize Distributed Initiatives,7242.83,In Progress,5/24/2020,7/3/2021,Basic,2/11/2019,10/14/2018
d000352,cu09748,Seize Clicks-And-Mortar E-Services,3319.68,In Progress,11/14/2023,5/1/2020,Enterprise,4/5/2020,11/7/2021
d000353,cu04402,Seize Magnetic Schemas,7570.53,In Progress,5/9/2019,6/3/2024,Free,8/10/2017,1/20/2018
d000354,cu07774,Mesh Bricks-And-Clicks E-Business,809.43,Won,8/24/2021,11/3/2022,Free,5/9/2020,2/1/2019
d000355,cu00367,Productize Global Technologies,8771.82,In Progress,1/17/2021,4/23/2019,Basic,9/9/2023,7/9/2021
d000356,cu07734,Utilize 24/365 Paradigms,5786.95,Lost,1/27/2019,10/4/2021,Basic,10/22/2023,7/26/2021
d000357,cu07634,Engage Intuitive Architectures,7201.15,Won,10/17/2023,4/15/2023,Pro,12/19/2019,10/12/2019
d000358,cu04886,Morph Sticky Networks,4702.98,In Progress,9/16/2020,11/7/2020,Free,7/17/2020,9/26/2020
d000359,cu09943,Maximize Synergistic Vortals,8667.15,Won,1/27/2018,12/3/2021,Basic,6/17/2022,5/31/2021
d000360,cu03677,Optimize Dot-Com Solutions,9277.9,Lost,11/1/2023,2/5/2025,Pro,2/25/2023,10/10/2021
d000361,cu07940,Benchmark One-To-One Infrastructures,5023.66,Lost,10/23/2022,1/3/2025,Enterprise,8/18/2018,5/13/2023
d000362,cu03309,Synthesize Bricks-And-Clicks Vortals,6009.72,In Progress,9/19/2024,2/5/2025,Pro,6/19/2020,11/29/2024
d000363,cu03073,Enable Cross-Platform Interfaces,1925.06,Won,5/26/2023,3/28/2020,Pro,3/30/2019,3/1/2024
d000364,cu04084,Leverage Value-Added E-Tailers,9655.18,Won,9/24/2024,10/14/2023,Basic,9/19/2020,3/22/2024
d000365,cu00581,Incubate Intuitive Experiences,8435.76,Lost,7/17/2020,3/15/2025,Basic,9/10/2019,8/9/2025
d000366,cu03325,Syndicate Wireless Paradigms,5204.25,Lost,2/28/2020,9/10/2022,Pro,7/10/2017,2/12/2022
d000367,cu02338,Engineer 24/7 Platforms,7422.81,Won,7/7/2018,4/2/2019,Enterprise,12/21/2021,6/2/2020
d000368,cu03367,Target One-To-One Markets,2038.71,In Progress,11/26/2023,7/30/2019,Pro,11/21/2023,5/9/2020
d000369,cu00056,Repurpose Cross-Media Architectures,5057.55,In Progress,9/8/2019,3/7/2019,Pro,10/20/2021,3/15/2019
d000370,cu03707,Implement Turn-Key E-Tailers,4302.77,Lost,12/2/2018,9/20/2020,Pro,1/14/2024,10/28/2020
d000371,cu00762,Architect Interactive Web Services,1029.8,In Progress,8/18/2023,9/6/2021,Free,10/11/2019,6/27/2019
d000372,cu07339,Orchestrate Enterprise Channels,9285.22,Lost,3/4/2022,5/1/2022,Enterprise,4/26/2017,2/18/2018
d000373,cu04543,Deliver Robust Relationships,2429.54,Won,6/3/2019,6/5/2020,Enterprise,9/25/2018,5/4/2019
d000374,cu04086,Incubate Transparent Users,308.9,In Progress,7/10/2021,2/25/2024,Free,9/14/2024,1/22/2019
d000375,cu05054,Enable Strategic Systems,9185.46,Won,7/27/2021,3/31/2023,Pro,5/4/2018,11/13/2021
d000376,cu02428,Architect Rich Technologies,899.09,Won,9/22/2021,3/11/2025,Basic,11/26/2021,8/29/2020
d000377,cu00035,Synthesize Wireless Mindshare,4285.56,Won,6/30/2022,3/28/2021,Pro,8/24/2023,10/3/2021
d000378,cu04314,Cultivate Distributed Action-Items,6597.63,Lost,5/27/2021,7/24/2020,Pro,5/3/2022,12/29/2020
d000379,cu01028,Embrace Robust Interfaces,4005.98,Lost,2/18/2018,8/13/2023,Pro,3/17/2024,1/26/2024
d000380,cu05260,Engineer Strategic E-Commerce,1046.66,In Progress,7/25/2018,1/4/2019,Enterprise,9/9/2019,12/24/2023
d000381,cu08970,Incubate World-Class Platforms,2087.82,Lost,9/19/2019,1/24/2023,Pro,5/6/2017,2/27/2024
d000382,cu03834,Cultivate Plug-And-Play Info-Mediaries,5246.98,In Progress,3/30/2024,8/18/2023,Free,10/19/2018,5/1/2020
d000383,cu03606,Revolutionize Frictionless Experiences,2888.56,Won,1/11/2019,11/14/2024,Pro,1/8/2020,7/20/2023
d000384,cu06234,Seize Efficient Markets,2449.64,Won,5/18/2024,4/14/2020,Pro,5/7/2019,10/5/2020
d000385,cu03872,Visualize Rich Relationships,1082.93,Lost,8/6/2019,4/8/2019,Free,6/1/2021,11/24/2022
d000386,cu02039,Matrix 24/7 Architectures,1025.69,Lost,9/13/2021,6/5/2024,Free,1/2/2021,3/7/2024
d000387,cu00570,Exploit Granular Portals,155.61,In Progress,5/20/2019,12/5/2021,Free,4/3/2022,7/25/2025
d000388,cu04782,Leverage Visionary Infrastructures,8573.57,Won,1/23/2022,7/14/2020,Basic,9/1/2017,5/26/2019
d000389,cu05288,Revolutionize Cross-Media E-Tailers,8774.43,In Progress,11/4/2018,10/15/2022,Basic,9/22/2024,2/5/2024
d000390,cu07687,Productize Frictionless Content,439.75,Lost,6/21/2018,2/11/2024,Pro,1/7/2019,5/15/2022
d000391,cu00176,E-Enable Virtual Deliverables,9117.18,Won,12/15/2019,12/27/2019,Enterprise,5/7/2023,5/6/2021
d000392,cu03452,Transform Customized Web Services,8155.03,Lost,6/17/2023,10/18/2019,Enterprise,12/11/2024,10/20/2020
d000393,cu03638,Enable End-To-End Supply-Chains,5167.22,In Progress,11/22/2023,12/20/2019,Free,11/7/2019,3/4/2022
d000394,cu09991,Mesh Vertical Paradigms,104.84,In Progress,3/5/2023,6/8/2023,Free,5/8/2024,7/2/2022
d000395,cu08081,Engineer 24/7 Mindshare,4276.77,In Progress,12/11/2018,6/7/2022,Pro,8/29/2022,1/11/2021
d000396,cu05296,E-Enable Robust Channels,2728.68,In Progress,12/5/2024,4/21/2019,Pro,1/11/2018,2/14/2022
d000397,cu03184,Optimize Best-Of-Breed Action-Items,9196.58,In Progress,6/8/2019,10/5/2019,Pro,6/18/2020,4/26/2022
d000398,cu00927,Morph Next-Generation Networks,4284.98,Won,4/11/2019,8/6/2022,Basic,9/23/2021,7/20/2023
d000399,cu06546,Innovate Interactive Interfaces,3390.35,In Progress,7/24/2020,3/22/2019,Basic,7/16/2019,9/15/2022
d000400,cu09125,Utilize Global Action-Items,6493.44,In Progress,2/23/2024,3/14/2024,Basic,5/2/2020,4/26/2020
d000401,cu03425,Expedite Clicks-And-Mortar Architectures,4094.47,In Progress,5/13/2023,11/27/2024,Free,4/8/2020,8/3/2022
d000402,cu07589,Expedite Global E-Commerce,3506.35,In Progress,10/21/2018,1/30/2024,Basic,11/23/2018,2/2/2024
d000403,cu09814,Embrace Cutting-Edge Mindshare,6117.14,Lost,1/12/2021,11/10/2024,Free,11/7/2019,3/24/2019
d000404,cu04942,Mesh Clicks-And-Mortar Web Services,5456.06,In Progress,9/14/2020,5/15/2022,Basic,7/29/2023,2/2/2018
d000405,cu04798,Incentivize Enterprise Users,8226.84,Won,3/16/2021,11/6/2019,Enterprise,12/16/2019,10/29/2021
d000406,cu00731,Evolve Scalable Portals,1311.76,Won,12/5/2020,7/31/2022,Basic,7/27/2017,10/22/2024
d000407,cu00363,Transform Global Technologies,3169.99,Lost,11/15/2018,4/23/2019,Enterprise,4/18/2018,2/24/2022
d000408,cu05118,Implement Back-End Functionalities,2763.44,In Progress,11/8/2018,2/26/2024,Free,2/11/2017,12/23/2021
d000409,cu00526,Maximize Holistic Synergies,7301.82,Lost,6/16/2019,1/19/2022,Enterprise,11/14/2018,9/8/2021
d000410,cu08099,Disintermediate Magnetic Synergies,1147.52,In Progress,5/27/2021,3/10/2021,Pro,12/4/2019,6/4/2025
d000411,cu09886,Repurpose Granular Platforms,4484.76,Lost,12/21/2020,10/19/2019,Pro,11/13/2017,6/29/2019
d000412,cu05335,Empower Web-Enabled Networks,1346,Lost,3/12/2019,7/18/2020,Basic,6/2/2023,10/5/2022
d000413,cu04532,Deploy Innovative Schemas,7702.58,Won,3/11/2020,8/23/2020,Free,8/1/2020,7/9/2019
d000414,cu03640,Empower One-To-One E-Tailers,4906.37,Won,10/20/2018,7/29/2025,Pro,4/19/2017,3/31/2022
d000415,cu06961,E-Enable E-Business Markets,1019.49,Lost,5/20/2024,4/12/2024,Enterprise,2/27/2019,10/5/2023
d000416,cu06576,Integrate Back-End Schemas,6045.25,Won,2/25/2022,8/11/2020,Enterprise,10/15/2023,11/2/2024
d000417,cu09648,Re-Contextualize E-Business Supply-Chains,5768.03,In Progress,6/6/2024,10/2/2022,Basic,6/26/2019,2/27/2025
